Table,13.1,13.1,13.1,13.1,13.1,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.5,13.5,13.5,13.5,13.5,13.5,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7
2003,8778.00,231.60,2032.94,1319.11,697.41,2873.00,1185.00,5638.00,568.00,1049.00,233.00,1019.00,5.00,12570.00,5416.00,2390.20,11244.80,1164.30,1962.20,495.50,1729.70,7.60,24410.20,399.60,1890.50,254.90,188.10,132.90,188.60,0.00,0.00,3054.60,5815.60,4280.70,11499.70,1352.40,2095.10,684.10,1729.70,7.60,27464.80,9.01,365.08,3.27,2.38,11.83,332.84,81.44,8.12,7.46,2.62,30.32,0.90,0.21,1.34,7.09,0.72,3.67,0.41,2.20,1.36,3.81,3.21,890.09,5.10,337.64,18.43,66.54,53.55,0.00,0.00,0.80,35.99,0.00,581.45,58.14,11.92,0.76,100.48,681.93,42.45,1332.96,12.65,21.41,36.99,1756.40,354.49,19.36,18.94,19.859039,127.970225,6.968312,1.921018,4.839283,61.361773,3.54006,15.360182,2.93058,9.02724,11.779684,16.1609,6.571708,3926.490223,6.611803,177.942978,14.991388,30.62599,29.486612,0,0,1.324495,18.366763,0,317.850418,111.0952,8.820448,0,0.79681,143.390653,461.241071,650.0515905,315.4770701,734.6706045,347.8736516,213.0754773,316.8615143,53.069,27.4648,161.463,13.466,115.678,92.78,284.329,4.524,1.954,26.011,9.76,26.846,96.1,12.257,1018.559,2800,1997.563,7385,1204,5425,8287,1960,496,1950,681,953,1680,610,12039,450,54200
2004,8853.00,244.21,2161.96,1491.25,661.28,2814.00,1247.00,5844.00,630.00,1092.00,238.00,1064.00,5.00,12935.00,5335.10,2540.00,11379.60,1223.40,2010.90,498.40,1728.70,9.30,24725.30,399.30,1969.20,220.70,160.30,116.10,190.60,0.00,0.00,3056.20,5734.40,4509.20,11600.30,1383.70,2127.00,689.00,1728.70,9.30,27781.50,7.01,369.28,2.77,2.81,7.54,438.39,111.42,6.86,5.51,2.45,26.96,1.27,0.23,1.87,7.48,0.09,1.35,0.38,0.69,1.43,3.00,2.51,1009.04,18.00,358.59,22.73,38.08,35.78,0.00,0.00,2.44,44.11,0.00,573.71,44.06,0.00,0.01,49.87,623.58,34.46,1448.84,13.01,30.16,30.24,2452.40,524.27,18.00,10.05,20.55711,128.246504,8.834587,2.157583,11.007981,66.808917,1.083282,7.473073,3.323142,3.400839,14.801637,13.701696,5.006867,4879.258014,31.349371,214.920655,19.526308,20.792968,23.216699,0,0,2.386482,25.806774,0,374.059944,82.684231,0,0,0.009211,89.912909,463.972853,714.3242598,377.3878047,757.4386478,440.5854749,272.5478537,353.6816754,53.968,27.7815,165.492,14.555,114.344,91.61,283.103,4.478,1.999,25.199,9.54,25.091,94.403,12.609,1013.697,3130,2112.894,7975,1500,5604,8350,2170,514,1900,697,979,1640,632,11261,544,55493
2005,8402.00,247.21,2077.07,1395.47,670.12,2997.00,1272.00,5745.00,591.00,1199.00,228.00,1160.00,5.00,13197.00,5862.00,2645.70,11353.90,1160.70,2275.20,500.60,1798.20,9.20,25605.50,349.20,1757.50,193.60,168.40,115.70,203.40,0.00,0.00,2787.90,6211.20,4403.20,11547.50,1329.10,2390.90,704.00,1798.20,9.20,28393.40,9.48,302.22,2.15,2.93,11.15,403.11,141.89,2.18,5.19,3.25,31.96,1.35,0.23,5.73,6.83,0.04,1.22,0.58,0.93,1.44,2.37,2.57,947.71,6.47,358.33,22.36,44.95,17.01,0.00,0.00,0.00,43.48,24.42,548.77,7.82,0.00,0.00,28.97,577.74,41.23,1160.95,12.72,27.75,40.96,2194.77,661.25,11.58,11.10,24.922351,158.802626,9.92591,2.171529,31.32522,60.951935,0.35344,6.242156,5.651493,5.243403,15.380691,10.641608,5.27717,4539.164496,7.718286,220.482195,19.060825,23.916917,9.94833,0,0,0,32.39387,15.693499,357.792833,13.712339,0,0,0,46.157514,403.950347,711.4140541,366.8496217,803.3813665,421.2087967,281.8607633,345.0899924,53.767,28.3934,169.567,14.925,112.354,90.731,288,4.401,2.163,24.309,9.415,23.154,95.018,12.546,992.662,3200,2090.271,8592,1470,5681,8136,2225,500,1725,661,1004,1520,672,11318,600,54138
2006,9087.00,245.00,2226.29,1516.82,698.79,2883.00,1218.00,5589.00,527.00,1144.00,223.00,1211.00,6.00,12800.00,5609.00,2575.20,11494.90,1066.80,2222.80,481.20,1912.20,11.00,25373.20,325.70,1667.70,188.70,175.50,104.50,201.30,,,2663.40,5934.70,4242.90,11683.60,1242.30,2327.30,682.50,1912.20,11.00,28036.60,10.34,307.19,2.18,3.95,23.45,415.13,174.96,3.97,5.54,5.90,32.25,1.67,0.39,8.83,7.97,0.10,0.64,1.29,0.85,1.54,3.44,3.52,1028.67,5.21,452.20,20.81,52.14,13.90,0.00,0.01,0.01,54.43,24.80,638.04,6.81,0.00,0.00,37.77,675.81,47.92,1238.95,11.95,29.89,73.30,2139.12,893.52,19.71,10.29,32.125963,140.343146,13.871651,3.154436,49.140554,77.133775,1.473159,4.326198,6.599225,3.139383,18.422389,15.430984,7.503639,4894.768693,8.458922,302.83991,18.462671,29.455872,9.638698,0,0.08739,0.01,39.538703,17.106564,437.427496,11.880952,0,14.168768,0,59.493504,496.921,706.3013935,350.843586,825.963773,435.4979541,276.9465158,348.8218076,54.266,28.0366,172.111,14.655,109.908,90.364,293,4.39,2.298,23.669,9.465,21.625,96.342,12.334,999.713,3100,2188.32,9025,1329,5767,8191,2450,497,1550,648,1300,1450,808,11980,640,55823
2007,8682.00,245.58,2132.12,1440.19,686.21,2982.00,1206.00,6113.00,533.00,1217.00,224.00,1193.00,4.00,13472.00,5330.40,2254.30,11730.60,965.80,2012.50,443.60,2040.80,6.00,24784.10,320.50,1583.10,174.00,160.20,100.90,198.10,,,2536.90,5650.90,3837.40,11904.60,1126.00,2113.40,641.70,2040.80,6.00,27321.00,11.21,246.29,3.89,4.59,32.36,378.20,161.61,5.21,9.79,10.64,26.73,1.77,0.69,45.40,10.67,0.14,1.07,0.72,2.28,3.06,4.43,4.98,979.19,0.05,546.91,20.24,24.99,15.56,0.00,0.00,0.00,58.98,11.77,713.25,6.71,0.02,0.00,55.94,769.19,47.07,949.40,17.43,33.08,99.18,1858.51,763.12,24.76,24.83,49.448552,106.719207,15.306925,4.372553,182.835538,100.593882,1.410796,3.921938,7.606037,7.485351,26.320797,21.605241,10.679274,4414.116247,0.281,342.077582,17.910331,15.760234,10.314133,0,0,0,35.868624,6.5386,450.511369,10.350137,0.079,27.903365,0,90.158817,540.670186,671.3652477,319.7812297,782.9524545,412.3198612,281.0664846,334.2741583,55.664,27.321,173.83,14.135,104.651,89.329,298,4.391,2.484,23.316,9.61,21.562,96.573,11.915,999.204,3300,2168.944,9303,1278,6262,8258,2490,504,1600,607,1344,1445,861,12097,560,57037
2008,8585.00,247.54,2125.11,1485.29,634.48,2915.00,1092.00,5911.00,543.00,1201.00,199.00,1037.00,5.00,12903.00,5533.10,2234.30,12151.40,1042.20,2220.30,425.70,1680.50,7.00,25294.50,323.20,1619.20,181.00,164.90,98.00,225.90,,,2612.30,5856.30,3853.50,12332.40,1207.10,2318.30,651.60,1680.50,7.00,27906.80,11.36,283.61,4.56,7.47,38.91,369.07,126.85,8.63,17.40,9.68,30.82,1.85,1.12,39.16,12.83,1.10,0.86,1.37,3.12,4.47,4.01,4.28,1006.17,6.77,699.86,17.53,21.18,10.33,0.00,0.00,0.00,27.71,23.03,856.01,9.25,1.55,0.02,35.07,891.08,52.54,1231.06,23.29,48.38,139.27,2101.21,595.13,37.60,59.15,53.949269,145.363689,16.302784,6.301536,171.681591,128.651989,4.589836,4.584071,12.442591,13.220349,37.677658,18.633057,12.58792,5049.334212,16.165231,448.674043,14.785295,15.394937,6.76869,0,0,0,14.56474,12.766702,558.695479,20.909555,3.692214,37.464708,0.36,87.311444,646.006923,780.3293303,367.7525753,774.7055783,434.0504179,328.2965868,389.9787522,55.662,27.9068,176.225,13.755,103.975,89.899,304.418,4.398,2.654,22.85,9.73,21.502,96.035,11.869,1000.547,3150,2138.329,9025,1304,6177,8130,2700,520,1667,644,1388,1498,770,12160,535,56841
2009,8367.00,252.04,2108.78,1377.35,725.14,2796.00,1016.00,5953.00,489.00,1214.00,217.00,1256.00,5.00,12946.00,5107.10,2079.50,11193.30,903.90,2206.20,445.80,2065.70,6.30,24007.70,348.30,1588.70,162.20,138.50,113.00,191.60,,,2542.40,5455.40,3668.20,11355.50,1042.40,2319.20,637.40,2065.70,6.30,26550.10,10.01,209.87,7.07,10.00,50.04,353.34,138.56,8.03,22.37,10.57,32.21,2.17,1.02,24.97,9.21,3.58,1.95,1.71,3.57,5.06,3.12,6.58,934.47,20.46,716.22,15.48,4.91,14.69,0.00,0.03,0.00,36.43,7.67,906.68,32.82,1.85,0.46,50.85,957.53,37.90,813.44,27.55,56.62,169.10,1697.54,599.24,34.41,56.75,53.658111,141.201946,17.178079,6.639162,114.248475,85.354141,9.346465,8.065517,11.108046,12.034533,38.223966,13.625235,16.340261,4108.634989,42.556482,438.274043,14.882234,4.313089,8.106539,0,0.160583,0,21.163575,4.83404,600.128244,64.591055,1.8994,22.698582,0.461,101.023034,701.151278,683.2780339,350.6678599,693.7683871,364.5027455,282.458483,343.4494035,54.26,26.5501,178.84,13.03,100.68,90.408,306,4.423,2.876,22.666,9.715,20.952,94.721,11.95,998.029,3380,2106.384,8935,1239,6262,7923,2950,518,1705,623,1437,1470,797,11885,580,56848
2010,8099.00,263.41,2133.36,1441.83,691.78,2763.07,1119.37,6000.74,523.68,1062.30,219.92,1187.80,5.66,12882.53,5383.93,2365.85,12449.63,1109.64,1954.38,466.58,2197.36,8.81,25936.20,325.82,1604.01,162.25,142.55,112.72,222.63,0.01,,2570.00,5709.75,3969.86,12611.87,1252.19,2067.10,689.21,2197.37,8.81,28506.20,7.14,161.11,13.50,8.60,47.36,356.08,151.56,14.22,23.63,10.91,32.72,2.61,1.00,71.23,13.37,4.69,3.17,1.93,5.82,6.30,5.05,8.15,980.50,24.41,456.02,12.40,19.72,15.86,7.91,0.04,0.00,50.42,19.51,755.18,26.53,1.35,1.41,49.83,805.01,31.88,708.94,52.02,54.30,177.65,1688.77,713.94,58.81,72.99,64.019591,154.972418,24.230106,7.584751,291.600575,121.652167,17.304477,13.823994,12.391774,18.450561,44.523418,22.400627,23.531759,4526.643059,51.257367,286.514634,15.666138,13.232449,9.276752,6.437926,0.076,0,32.96937,16.000592,556.802054,54.499573,2.755532,24.501383,2.125835,102.846301,659.648355,633.7867115,344.536613,705.5179595,394.2738323,354.8015572,372.3161981,49.842,28.5062,182.527,12.67,100.359,89.829,304.5,4.376,3.079,22.192,9.917,20.54,94.081,11.828,976.153,2620,2128.598,9350,1276,6291,8101,3125,515,1745,642,1485,1455,886,12034,530,57190
2011,7875.00,268.54,2114.76,1462.15,656.76,3027.54,1248.47,6177.37,633.18,1072.16,241.81,1227.51,5.20,13633.23,5497.05,2362.08,11989.53,1204.50,1956.63,472.22,2195.22,8.01,25685.23,340.64,1751.67,171.35,126.75,110.99,231.75,0.03,,2733.00,5837.69,4113.76,12160.88,1331.25,2067.62,703.97,2195.25,8.02,28418.23,12.11,204.91,11.85,12.22,40.78,332.47,140.42,15.76,22.83,15.13,38.69,3.09,1.99,47.64,14.78,6.86,3.04,2.42,5.78,7.84,3.58,5.53,994.91,5.76,375.48,14.28,19.39,23.78,0.00,0.00,0.95,60.49,0.00,585.69,53.10,0.67,0.50,97.61,683.30,46.04,894.49,59.14,76.36,167.58,1579.59,654.06,62.62,65.51,77.704442,205.248189,26.730513,12.392762,208.390226,136.888399,27.998332,14.294893,17.509331,16.77021,53.220261,15.412339,19.101642,4684.877377,12.031544,252.340256,19.668012,13.652555,15.197096,0,0,0.626821,45.652419,0,426.715642,120.813033,2.358,80.834783,1.265,224.057314,650.772956,639.7732457,360.0509415,752.9612281,430.0418991,421.6024995,402.1451288,48.851,28.418232,185.379,12.155,98.2,87.831,302.5,4.23,3.278,21.456,9.864,19.794,92.887,11.241,965.117,2530,2129.021,9300,1141,6107,8114,3308,500,1804,601,1536,1367,870,11978,510,56727
2012,8456.00,265.49,2244.97,1539.35,707.92,2948.46,1101.71,6295.26,603.07,1004.59,255.98,1214.93,6.02,13430.02,5593.04,2427.18,12628.33,1193.45,1883.24,522.24,2199.86,9.56,26456.90,360.18,1801.79,169.68,133.39,121.18,247.63,,,2833.87,5953.22,4228.97,12798.01,1326.84,2004.42,769.87,2199.86,9.56,29290.77,16.79,208.59,92.93,8.83,29.61,304.44,151.22,17.14,31.22,14.30,39.10,3.09,1.93,25.79,18.20,5.19,3.52,2.23,20.02,7.68,5.44,5.22,1051.51,9.59,266.14,10.44,36.90,35.27,0.00,0.00,15.90,63.80,3.55,523.56,49.65,5.19,0.00,110.76,634.32,68.86,970.26,408.20,59.14,136.96,1466.34,703.37,66.08,94.37,81.302263,208.976488,28.620656,12.478591,125.388374,163.611878,19.75869,17.483098,16.769,87.671928,57.360695,23.378513,20.427131,5051.752858,13.966861,164.543364,14.567,23.140693,21.503302,0,0,11.873305,45.134023,2.837817,355.174626,111.042817,9.4342,69.349399,0,234.055876,589.230502,663.0490299,362.2935198,773.4099047,414.5058613,445.8080845,414.7894077,50.714,29.29076984,184.041,12.23,93.84,87.054,300,4.172,3.354,20.09,10.021,19.901,91.16,11.232,954.742,2620,2152.031,9650,1060,6147,7708,3491,519,1821,624,1587,1377,852,11845,530,57009
2013,9474.00,260.09,2464.07,1769.37,696.80,2751.92,1096.84,6376.95,567.16,1081.30,251.14,1192.41,3.66,13321.36,5325.21,2428.17,12754.97,1109.84,1972.76,534.46,2164.33,6.03,26295.78,337.73,1789.52,176.83,135.44,136.47,231.19,,,2807.17,5662.94,4217.69,12931.79,1245.28,2109.22,765.66,2164.33,6.03,29102.95,26.25,263.13,160.90,10.52,53.84,278.40,164.56,15.01,33.22,13.67,39.39,4.80,3.11,21.83,23.92,7.80,4.17,2.75,33.58,8.46,8.10,4.86,1214.03,9.24,614.16,10.83,54.12,19.61,31.99,0.00,131.97,107.70,0.00,1006.45,84.85,9.53,0.44,126.56,1133.01,113.06,1360.08,787.44,77.42,257.70,1439.15,892.28,70.94,111.30,85.082137,231.647278,39.484541,17.183752,126.227767,243.003058,34.697242,21.962425,21.717438,168.784727,69.079916,45.771217,17.375997,6421.990476,14.639496,452.044429,15.110754,38.360252,13.530847,33.114761,0,124.021099,83.404174,0,796.493575,179.990461,8.790292,30.747583,0.88984,252.542068,1049.035643,669.9036248,374.0678608,777.5316195,457.2286818,428.3903245,439.71134,52.201,29.102954,184.464,12.24,91.373,87.106,299.6,4.065,3.479,18.521,10.18,19.68,90.095,11.384,949.549,2850,2359.063,10000,1056,6131,7388,3800,508,1807,620,1630,1367,905,11751,525,57911
2014,10105.00,263.40,2661.64,2009.07,653.41,2650.35,1104.79,5540.65,513.31,1228.17,215.81,1274.02,3.96,12531.07,5278.78,2300.61,11178.49,1014.87,2242.22,466.38,2114.57,6.37,24602.28,313.02,1827.93,168.51,127.23,124.51,249.39,,,2810.60,5591.80,4128.54,11347.00,1142.10,2366.73,715.78,2114.57,6.37,27412.87,40.30,469.85,128.65,17.21,46.26,293.73,165.02,14.61,33.69,9.69,31.02,6.17,5.13,0.53,25.28,4.90,4.21,4.14,29.87,9.81,10.34,3.35,1376.45,21.87,740.65,9.84,50.81,26.96,37.06,7.61,307.42,65.68,0.00,1306.63,63.71,4.21,4.28,78.34,1384.97,227.69,3233.42,758.31,125.62,247.16,1857.76,1067.66,80.52,151.98,75.83892,211.223608,54.359016,26.400253,2.143914,285.05651,24.742933,25.55926,32.266258,200.820298,91.174507,72.692325,18.840902,9039.531433,31.966653,594.934151,14.4489,46.112597,21.99876,49.569761,6.671739,319.159343,60.809044,0,1181.500769,144.657165,5.04073,12.129522,11.330404,181.693867,1363.194636,738.3165189,448.1657989,862.450736,539.7980598,527.9626375,547.023336,52.396,27.41287131,184.988,12.05,89.858,87.619,300.2,3.962,3.342,17.76,10.183,19.273,88.243,11.903,946.084,2700,2595.15,9723,1100,6157,7443,4000,502,1827,658,1685,1362,983,11075,555,57649
2015,8800.00,266.31,2343.52,1749.43,595.58,2399.77,884.35,5241.94,448.89,982.07,180.95,1309.98,3.56,11451.51,4674.55,1819.06,10390.12,913.89,1878.47,385.86,2238.35,5.97,22306.28,323.15,1664.93,154.84,134.72,124.78,262.63,0.02,,2665.07,4997.70,3483.99,10544.96,1048.61,2003.25,648.49,2238.37,5.97,24971.35,32.16,336.28,129.48,6.63,55.18,265.09,188.98,13.52,30.40,9.86,29.77,4.92,5.73,0.02,24.42,3.19,3.05,2.93,21.18,10.32,5.73,2.27,1195.88,15.56,561.72,8.67,39.06,26.95,43.81,3.06,280.18,82.48,0.00,1125.40,106.43,7.43,0.10,133.09,1258.49,182.60,2488.03,866.52,77.32,314.67,1813.29,1324.05,74.03,120.59,82.322385,226.476723,52.747178,33.145976,0.298345,324.563007,14.835942,21.429118,32.587978,157.141019,96.858618,40.106803,13.70103,8494.647861,25.806346,578.429568,14.665307,43.647772,27.416071,64.905066,4.079001,369.382975,94.066187,0,1298.920379,216.484563,7.19804,0.845987,0.462,252.134962,1551.055341,913.2753121,497.3034552,933.0289085,662.3922735,487.2262725,663.7262805,52.168,24.97134916,187.474,11.64,90.073,88.383,300.6,3.86,3.472,17.12,10.368,18.92,89.173,12.053,929.251,2720,2546.819,9425,1047,6169,7684,4080,481,1850,690,1710,1364,1038,10817,565,57543
2016,7421.00,278.75,2068.62,1443.39,625.86,2517.18,947.47,5629.31,464.00,1087.70,214.45,1312.67,3.44,12176.21,4992.27,1980.66,10992.60,956.15,1992.69,461.42,2188.59,5.39,23569.77,294.89,1629.17,150.91,126.91,135.06,268.81,,,2605.75,5287.17,3609.83,11143.51,1083.07,2127.74,730.23,2188.59,5.39,26175.52,16.92,204.05,104.09,5.37,56.57,273.73,178.83,11.74,30.18,7.54,29.71,4.65,6.19,0.02,16.35,2.10,2.78,2.48,10.35,9.02,5.29,2.26,991.26,1.42,518.23,9.54,26.40,4.18,0.00,0.80,161.07,45.83,0.00,823.69,70.77,13.96,2.19,92.90,916.60,101.21,1493.92,746.65,77.39,292.29,1910.15,1227.94,75.59,140.33,81.87207,244.961087,56.496103,41.120857,0.198603,228.696221,9.994782,20.39418,26.492951,75.982237,93.388019,36.461138,15.403106,7114.836077,3.558052,619.795267,22.07721,29.884443,5.209916,0,1.15893,242.703837,53.34786,0,1042.577006,125.390821,15.869604,0,2.9488,156.458206,1199.035212,966.2803224,474.9430367,1089.035624,647.7079697,429.1665,637.1958298,53.118,26.17552089,190.062,11.61,90.558,79.303,301,3.824,3.337,16.615,10.033,18.528,91.888,12.016,929.707,2650,2125.0536,9400,1130,6169,6939,4170,465,1879,648,,1339,1091,11507,580,55293
2017,7915.00,282.71,2237.68,1638.22,596.52,2274.00,965.89,5870.80,433.46,1033.82,195.58,1377.51,3.53,12154.90,4425.55,2064.21,11909.95,910.04,1900.98,432.63,2119.25,5.78,23768.38,301.50,1699.75,141.04,117.22,114.21,253.62,,,2627.35,4727.05,3763.96,12050.98,1027.26,2015.18,686.25,2119.27,5.78,26395.73,20.96,235.02,140.09,9.33,65.74,308.79,169.41,13.67,38.88,7.11,31.41,5.82,9.70,0.02,17.00,1.31,2.88,2.91,8.77,8.86,6.43,2.29,1122.49,27.74,505.16,11.37,35.09,7.41,30.82,0.80,174.15,38.84,0.00,891.51,69.16,11.39,0.00,89.44,980.95,130.08,1708.20,1004.60,105.89,324.99,2116.33,1176.16,79.76,177.79,80.862174,242.712091,68.627486,58.899771,0.208361,249.217587,7.550633,22.812094,29.218594,74.965652,95.413582,42.840583,14.061256,7962.721739,58.261858,558.418957,27.892997,44.531871,7.087868,39.864584,1.107259,247.326014,49.245373,0,1115.527582,117.961168,15.132473,0,0,152.181789,1267.709371,946.1963252,507.1206183,1078.046372,590.8622429,458.9064375,632.085734,54.163,26.39573357,187.285,11.535,88.345,79.698,301.4,3.822,3.381,16.49,10.152,18.248,93.625,11.864,925.578,2840,2149.0771,9750,1201,6346,6951,4230,469,1925,654,,1325,1046,11943,594,56523
2018,8704.00,270.20,2351.79,1771.02,579.06,1864.99,999.11,5743.95,427.07,1068.17,197.98,1376.89,1.95,11680.11,3780.35,2106.24,11156.29,880.72,1877.68,430.90,2146.93,3.00,22382.09,262.71,1496.96,138.84,100.32,111.35,231.19,,,2341.37,4043.06,3603.19,11295.13,981.03,1989.03,662.09,2146.94,3.00,24723.46,18.55,240.80,227.98,6.05,71.04,302.47,188.57,12.61,33.76,7.85,29.86,5.55,13.26,0.01,14.33,1.19,2.81,2.37,11.22,8.45,6.48,2.60,1221.61,37.44,673.62,14.00,25.46,17.81,28.87,0.93,235.61,85.83,0.00,1128.79,115.30,4.46,0.23,138.88,1267.67,116.45,1934.18,1751.74,93.24,322.37,2304.42,1500.12,81.95,164.49,91.010694,241.265801,68.176414,89.969049,0.111789,228.461089,7.186367,24.51269,27.096748,110.394321,101.829632,44.264933,16.365693,9475.853769,82.311284,685.263754,32.698969,29.138751,15.468639,43.260233,1.475055,371.405131,101.383781,0,1374.35962,219.660909,5.733069,6.163013,0.3465,269.773794,1644.133414,975.5087459,529.4885927,1178.060409,672.1559644,432.014625,633.4042668,54.793,24.7234583,186.245,11.67,90.386,79.01,301.9,3.842,3.429,16.584,10.146,18.195,94.298,11.744,929.055,3050,2308.548,9975,1265,6440,7067,4240,475,1980,672,,1357,1027,12256,596,57810
2019,8699.00,272.63,2371.61,1861.44,509.86,1909.74,952.75,5406.26,451.92,1087.91,243.46,1087.54,1.27,11140.85,3602.63,2045.37,10381.26,908.14,1922.97,480.25,1798.85,2.37,21141.84,254.41,1469.00,118.29,115.70,108.89,295.12,,,2361.40,3857.04,3514.37,10499.56,1023.84,2031.86,775.36,1798.85,2.37,23503.24,15.18,240.23,331.17,5.68,75.58,284.28,170.22,11.79,34.42,10.49,28.20,6.26,18.36,0.01,11.77,1.53,2.26,2.19,11.43,7.78,6.85,2.30,1290.14,42.99,613.03,14.97,20.91,15.32,47.70,3.47,331.07,62.15,0.00,1239.09,122.60,1.91,0.01,138.58,1377.67,123.75,2319.04,2838.96,91.66,414.55,2422.23,1463.38,88.78,194.07,118.436493,260.528665,79.981335,122.291759,0.186484,206.951986,10.709654,23.28644,29.646023,125.830949,97.98246,57.33142,16.23938,11257.78069,83.204183,646.846352,32.274585,26.77267,10.391614,94.18402,4.520756,585.468077,56.790287,0,1566.340987,268.989595,4.861607,0,0.06,311.180825,1877.521812,1091.155217,610.3560042,1347.161617,765.0098925,499.7981625,762.0440808,55.008,23.50323785,187.29,11.67,88.791,77.84,302.7,3.835,3.521,16.699,10.107,18.05,94.805,11.396,927.979,3125,2431.81,10050,1342,6670,6964,4270,471,2027,713,,1374,1019,12385,562,58527
2020,6621.30,291.88,1932.60,1411.91,525.99,2171.20,1021.24,5624.84,482.51,1143.40,224.65,1088.00,2.29,11758.13,4147.59,2129.82,10605.37,936.72,2022.72,470.46,1731.71,3.96,22048.33,282.66,1446.83,123.25,111.05,109.43,309.61,,,2382.84,4430.25,3576.65,10728.62,1047.76,2132.15,780.07,1731.71,3.96,24431.17,9.45,164.75,171.53,7.50,61.99,240.17,168.24,9.78,28.79,6.54,23.65,7.69,27.51,0.02,8.38,1.15,3.23,1.54,11.77,9.45,4.67,4.00,981.06,15.61,437.85,12.71,25.81,22.48,0.00,0.00,223.21,23.70,0.00,779.66,112.51,4.30,6.73,124.55,904.22,92.87,1603.40,1510.77,117.95,287.43,1934.69,1424.43,78.32,129.82,96.470698,217.587534,90.385692,151.810021,0.186473,140.652639,7.271138,26.442918,23.400546,142.213663,121.662367,32.365374,21.432711,8240.945216,40.957114,577.217068,30.732134,36.170442,28.839788,0,0,411.598948,41.266826,0,1196.828872,291.185155,6.672087,0,8.63893,309.945887,1506.774759,1090.418406,647.230074,1326.828703,772.7852174,480.8232188,798.4000821,54.461,24.43117368,190.026,11.54,90.828,77.161,303.2,3.907,3.645,16.9,10.151,18.022,93.793,11.436,929.026,3170,2122.927,9975,1314,6720,6882,3760,477,2079,727,,1378,1008,12389,520,57658
2021,6148.00,305.45,1877.88,1349.60,532.51,,,,,,,,,,,,,,,,,,22750.00,,,,,,,,,2264.19,,,,,,,,,25014.19,9.97,140.44,169.14,5.49,64.13,230.44,169.97,10.27,31.68,5.00,24.15,11.79,18.31,0.03,7.56,1.35,1.75,1.58,11.77,7.72,4.15,2.80,940.20,0.37,350.73,9.72,13.25,10.62,0.00,3.82,92.49,26.72,0.00,520.08,93.86,2.54,0.00,97.43,617.52,118.60,1729.57,1900.85,109.48,354.00,2129.61,1826.46,102.13,182.93,96.503599,282.955206,163.673158,127.065352,0.528285,151.546821,13.353097,22.508275,27.452389,178.180253,161.008158,34.943363,20.35991,9919.345105,0.737353,548.862669,27.31453,20.872986,16.228381,0,6.295145,168.471779,40.9006,0,849.09566,331.967551,5.188108,0,0,339.211768,1188.307428,1135.944105,633.9107392,1484.403059,853.1493927,570.54375,853.8866023,53.54,25.01419143,193.195,11.515,95.009,76.499,305.5,3.96,3.805,17,10.083,17.953,93.79,11.966,937.027,3000,1894.841,9750,1385,6980,6865,4195,480,2129,754,,1380,996,12734,670,58371
